# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/SNRNP70-Sorbitol-rep2_L2_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 52
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
Final scaling factor: 14.010311589329747
ForkPoolWorker-48,  processing 89 (2045.8 per sec) reads @ chr14:95000000-100000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (6603605.8 per sec) @ chr14:95000000-100000000
ForkPoolWorker-48,  processing 291 (69566.4 per sec) reads @ chr12:55000000-60000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7123333.1 per sec) @ chr12:55000000-60000000
ForkPoolWorker-48,  processing 0 (0.0 per sec) reads @ chrUn_KI270510v1:0-2415
ForkPoolWorker-48 countReadsInRegions_worker: processing 2415 (411925.3 per sec) @ chrUn_KI270510v1:0-2415
ForkPoolWorker-48,  processing 67 (51544.1 per sec) reads @ chr10:115000000-120000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7184721.7 per sec) @ chr10:115000000-120000000
ForkPoolWorker-48,  processing 0 (0.0 per sec) reads @ chrUn_KI270420v1:0-2321
ForkPoolWorker-48 countReadsInRegions_worker: processing 2321 (389103.5 per sec) @ chrUn_KI270420v1:0-2321
ForkPoolWorker-48,  processing 3 (6456.1 per sec) reads @ chr4:190000000-190214555
ForkPoolWorker-48 countReadsInRegions_worker: processing 214555 (5974221.2 per sec) @ chr4:190000000-190214555
ForkPoolWorker-48,  processing 157 (59577.1 per sec) reads @ chr12:110000000-115000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7269807.8 per sec) @ chr12:110000000-115000000
ForkPoolWorker-48,  processing 0 (0.0 per sec) reads @ chrUn_KI270544v1:0-1202
ForkPoolWorker-48 countReadsInRegions_worker: processing 1202 (196774.3 per sec) @ chrUn_KI270544v1:0-1202
ForkPoolWorker-48,  processing 743 (83519.6 per sec) reads @ chr20:60000000-64444167
ForkPoolWorker-48 countReadsInRegions_worker: processing 4444167 (7143027.5 per sec) @ chr20:60000000-64444167
ForkPoolWorker-48,  processing 2 (3981.3 per sec) reads @ chrX:25000000-30000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7265596.7 per sec) @ chrX:25000000-30000000
ForkPoolWorker-48,  processing 2 (3818.2 per sec) reads @ chr3:0-5000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7246120.8 per sec) @ chr3:0-5000000
ForkPoolWorker-48,  processing 92 (55843.1 per sec) reads @ chr4:80000000-85000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7235488.2 per sec) @ chr4:80000000-85000000
ForkPoolWorker-48,  processing 63 (45995.0 per sec) reads @ chr16:20000000-25000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7218239.7 per sec) @ chr16:20000000-25000000
ForkPoolWorker-48,  processing 201 (64355.4 per sec) reads @ chr2:70000000-75000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7195269.7 per sec) @ chr2:70000000-75000000
ForkPoolWorker-48,  processing 17 (24294.1 per sec) reads @ chr8:135000000-140000000
ForkPoolWorker-48 countReadsInRegions_worker: processing 5000000 (7218098.1 per sec) @ chr8:135000000-140000000
ForkPoolWorker-48,  processing 0 (0.0 per sec) reads @ chrUn_KI270522v1:0-5674
ForkPoolWorker-48 countReadsInRegions_worker: processing 5674 (859275.0 per sec) @ chrUn_KI270522v1:0-5674
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chrY:25000000-30000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (6963904.6 per sec) @ chrY:25000000-30000000
ForkPoolWorker-3,  processing 66 (40950.3 per sec) reads @ chr10:120000000-125000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7200949.6 per sec) @ chr10:120000000-125000000
ForkPoolWorker-3,  processing 155 (68368.6 per sec) reads @ chr19:30000000-35000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7235223.6 per sec) @ chr19:30000000-35000000
ForkPoolWorker-3,  processing 10 (15551.7 per sec) reads @ chr6:70000000-75000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7227678.1 per sec) @ chr6:70000000-75000000
ForkPoolWorker-3,  processing 75 (53371.7 per sec) reads @ chr9:95000000-100000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7231424.0 per sec) @ chr9:95000000-100000000
ForkPoolWorker-3,  processing 115 (56237.0 per sec) reads @ chr15:65000000-70000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7242852.5 per sec) @ chr15:65000000-70000000
ForkPoolWorker-3,  processing 119 (59940.2 per sec) reads @ chr4:5000000-10000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7257990.2 per sec) @ chr4:5000000-10000000
ForkPoolWorker-3,  processing 356 (76127.9 per sec) reads @ chr22:40000000-45000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7234841.7 per sec) @ chr22:40000000-45000000
ForkPoolWorker-3,  processing 9 (14728.3 per sec) reads @ chr9:115000000-120000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7225028.7 per sec) @ chr9:115000000-120000000
ForkPoolWorker-3,  processing 45 (39061.2 per sec) reads @ chrX:5000000-10000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7251221.9 per sec) @ chrX:5000000-10000000
ForkPoolWorker-3,  processing 38 (37975.6 per sec) reads @ chr3:110000000-115000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (7243005.1 per sec) @ chr3:110000000-115000000
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chrUn_KI270581v1:0-7046
ForkPoolWorker-3 countReadsInRegions_worker: processing 7046 (1078972.8 per sec) @ chrUn_KI270581v1:0-7046
ForkPoolWorker-32,  processing 73 (1526.6 per sec) reads @ chr11:120000000-125000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (6633632.7 per sec) @ chr11:120000000-125000000
ForkPoolWorker-32,  processing 5 (8131.6 per sec) reads @ chr14:80000000-85000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7174221.7 per sec) @ chr14:80000000-85000000
ForkPoolWorker-32,  processing 55 (45108.9 per sec) reads @ chr12:10000000-15000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7203979.8 per sec) @ chr12:10000000-15000000
ForkPoolWorker-32,  processing 18 (23381.1 per sec) reads @ chr8:30000000-35000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7241649.5 per sec) @ chr8:30000000-35000000
ForkPoolWorker-32,  processing 88 (57313.5 per sec) reads @ chr14:75000000-80000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7219773.0 per sec) @ chr14:75000000-80000000
ForkPoolWorker-32,  processing 0 (0.0 per sec) reads @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-32 countReadsInRegions_worker: processing 42811 (3843701.3 per sec) @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-32,  processing 139 (68629.6 per sec) reads @ chr1:10000000-15000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7243227.7 per sec) @ chr1:10000000-15000000
ForkPoolWorker-32,  processing 9 (15326.3 per sec) reads @ chr2:185000000-190000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7271463.9 per sec) @ chr2:185000000-190000000
ForkPoolWorker-32,  processing 11 (13821.9 per sec) reads @ chr11:80000000-85000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7293158.1 per sec) @ chr11:80000000-85000000
ForkPoolWorker-32,  processing 15 (21694.7 per sec) reads @ chr2:190000000-195000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7288803.4 per sec) @ chr2:190000000-195000000
ForkPoolWorker-32,  processing 67 (51525.2 per sec) reads @ chr5:170000000-175000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7285273.7 per sec) @ chr5:170000000-175000000
ForkPoolWorker-32,  processing 33 (36969.0 per sec) reads @ chr7:50000000-55000000
ForkPoolWorker-32 countReadsInRegions_worker: processing 5000000 (7283163.6 per sec) @ chr7:50000000-55000000
ForkPoolWorker-4,  processing 143 (2729.4 per sec) reads @ chr2:235000000-240000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (6632210.3 per sec) @ chr2:235000000-240000000
ForkPoolWorker-4,  processing 53 (44548.7 per sec) reads @ chr16:5000000-10000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7072579.2 per sec) @ chr16:5000000-10000000
ForkPoolWorker-4,  processing 34 (36002.6 per sec) reads @ chr10:15000000-20000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7124368.8 per sec) @ chr10:15000000-20000000
ForkPoolWorker-4,  processing 30 (33635.2 per sec) reads @ chr13:40000000-45000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7116291.9 per sec) @ chr13:40000000-45000000
ForkPoolWorker-4,  processing 9 (14705.4 per sec) reads @ chr15:45000000-50000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7138366.0 per sec) @ chr15:45000000-50000000
ForkPoolWorker-4,  processing 7 (11371.1 per sec) reads @ chr5:155000000-160000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7153845.7 per sec) @ chr5:155000000-160000000
ForkPoolWorker-4,  processing 112 (59576.7 per sec) reads @ chr6:105000000-110000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7140945.0 per sec) @ chr6:105000000-110000000
ForkPoolWorker-4,  processing 49 (42861.5 per sec) reads @ chr3:140000000-145000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7171780.6 per sec) @ chr3:140000000-145000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chr13:10000000-15000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7206205.2 per sec) @ chr13:10000000-15000000
ForkPoolWorker-4,  processing 20 (28523.0 per sec) reads @ chr16:90000000-90338345
ForkPoolWorker-4 countReadsInRegions_worker: processing 338345 (6270421.5 per sec) @ chr16:90000000-90338345
ForkPoolWorker-4,  processing 52 (42170.1 per sec) reads @ chr5:75000000-80000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7212691.2 per sec) @ chr5:75000000-80000000
ForkPoolWorker-4,  processing 40 (41548.3 per sec) reads @ chr4:100000000-105000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7206658.4 per sec) @ chr4:100000000-105000000
ForkPoolWorker-12,  processing 111 (2186.6 per sec) reads @ chr2:95000000-100000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (6256265.1 per sec) @ chr2:95000000-100000000
ForkPoolWorker-12,  processing 57 (48055.3 per sec) reads @ chr6:75000000-80000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7187213.5 per sec) @ chr6:75000000-80000000
ForkPoolWorker-12,  processing 210 (70809.9 per sec) reads @ chr9:35000000-40000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7194403.2 per sec) @ chr9:35000000-40000000
ForkPoolWorker-12,  processing 11 (17882.7 per sec) reads @ chrX:75000000-80000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7251713.4 per sec) @ chrX:75000000-80000000
ForkPoolWorker-12,  processing 10 (15420.2 per sec) reads @ chr1:95000000-100000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7251823.7 per sec) @ chr1:95000000-100000000
ForkPoolWorker-12,  processing 0 (0.0 per sec) reads @ chr15:15000000-20000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7224650.4 per sec) @ chr15:15000000-20000000
ForkPoolWorker-12,  processing 0 (0.0 per sec) reads @ chrUn_KI270448v1:0-7992
ForkPoolWorker-12 countReadsInRegions_worker: processing 7992 (1194656.9 per sec) @ chrUn_KI270448v1:0-7992
ForkPoolWorker-12,  processing 6 (11341.1 per sec) reads @ chr4:155000000-160000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7229237.8 per sec) @ chr4:155000000-160000000
ForkPoolWorker-12,  processing 2 (3483.6 per sec) reads @ chr5:20000000-25000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (6645427.3 per sec) @ chr5:20000000-25000000
ForkPoolWorker-12,  processing 93 (55149.2 per sec) reads @ chr22:30000000-35000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7231042.5 per sec) @ chr22:30000000-35000000
ForkPoolWorker-12,  processing 1520 (86358.7 per sec) reads @ chr19:0-5000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7061567.2 per sec) @ chr19:0-5000000
ForkPoolWorker-12,  processing 235 (72320.9 per sec) reads @ chr14:20000000-25000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (7216592.9 per sec) @ chr14:20000000-25000000
ForkPoolWorker-51,  processing 18 (412.6 per sec) reads @ chr3:170000000-175000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (6626692.4 per sec) @ chr3:170000000-175000000
ForkPoolWorker-51,  processing 0 (0.0 per sec) reads @ chrUn_KI270362v1:0-3530
ForkPoolWorker-51 countReadsInRegions_worker: processing 3530 (497142.3 per sec) @ chrUn_KI270362v1:0-3530
ForkPoolWorker-51,  processing 177 (65179.3 per sec) reads @ chr20:35000000-40000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7155393.2 per sec) @ chr20:35000000-40000000
ForkPoolWorker-51,  processing 5 (9584.8 per sec) reads @ chr6:60000000-65000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7252523.4 per sec) @ chr6:60000000-65000000
ForkPoolWorker-51,  processing 545 (77249.7 per sec) reads @ chr19:5000000-10000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7157698.6 per sec) @ chr19:5000000-10000000
ForkPoolWorker-51,  processing 0 (0.0 per sec) reads @ chr5:45000000-50000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7250422.2 per sec) @ chr5:45000000-50000000
ForkPoolWorker-51,  processing 47 (42558.8 per sec) reads @ chr11:10000000-15000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7259522.8 per sec) @ chr11:10000000-15000000
ForkPoolWorker-51,  processing 87 (57438.1 per sec) reads @ chr11:55000000-60000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7258311.8 per sec) @ chr11:55000000-60000000
ForkPoolWorker-51,  processing 2 (4466.8 per sec) reads @ chr1_KI270711v1_random:0-42210
ForkPoolWorker-51 countReadsInRegions_worker: processing 42210 (3661969.4 per sec) @ chr1_KI270711v1_random:0-42210
ForkPoolWorker-51,  processing 1 (2537.4 per sec) reads @ chrUn_KI270467v1:0-3920
ForkPoolWorker-51 countReadsInRegions_worker: processing 3920 (620300.0 per sec) @ chrUn_KI270467v1:0-3920
ForkPoolWorker-51,  processing 11 (19649.6 per sec) reads @ chr2:75000000-80000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7309248.4 per sec) @ chr2:75000000-80000000
ForkPoolWorker-51,  processing 0 (0.0 per sec) reads @ chrUn_KI270338v1:0-1428
ForkPoolWorker-51 countReadsInRegions_worker: processing 1428 (236663.0 per sec) @ chrUn_KI270338v1:0-1428
ForkPoolWorker-51,  processing 0 (0.0 per sec) reads @ chrEBV:0-171823
ForkPoolWorker-51 countReadsInRegions_worker: processing 171823 (5925165.6 per sec) @ chrEBV:0-171823
ForkPoolWorker-51,  processing 29 (35711.9 per sec) reads @ chr16:45000000-50000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7246979.7 per sec) @ chr16:45000000-50000000
ForkPoolWorker-51,  processing 30 (35544.9 per sec) reads @ chr8:80000000-85000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7240521.9 per sec) @ chr8:80000000-85000000
ForkPoolWorker-51,  processing 47 (41606.6 per sec) reads @ chr1:210000000-215000000
ForkPoolWorker-51 countReadsInRegions_worker: processing 5000000 (7241151.9 per sec) @ chr1:210000000-215000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrUn_KI270749v1:0-158759
ForkPoolWorker-44 countReadsInRegions_worker: processing 158759 (2642803.9 per sec) @ chrUn_KI270749v1:0-158759
ForkPoolWorker-44,  processing 87 (46108.7 per sec) reads @ chr1:180000000-185000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7346712.0 per sec) @ chr1:180000000-185000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrUn_KI270372v1:0-1650
ForkPoolWorker-44 countReadsInRegions_worker: processing 1650 (246083.3 per sec) @ chrUn_KI270372v1:0-1650
ForkPoolWorker-44,  processing 82 (45278.2 per sec) reads @ chr2:10000000-15000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7254668.5 per sec) @ chr2:10000000-15000000
ForkPoolWorker-44,  processing 19 (23859.8 per sec) reads @ chrX:100000000-105000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7240074.4 per sec) @ chrX:100000000-105000000
ForkPoolWorker-44,  processing 24 (29382.2 per sec) reads @ chr2:55000000-60000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7233648.9 per sec) @ chr2:55000000-60000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrUn_KI270412v1:0-1179
ForkPoolWorker-44 countReadsInRegions_worker: processing 1179 (194657.7 per sec) @ chrUn_KI270412v1:0-1179
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrY:0-5000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7244949.3 per sec) @ chrY:0-5000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrY:35000000-40000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7230715.9 per sec) @ chrY:35000000-40000000
ForkPoolWorker-44,  processing 45 (40960.0 per sec) reads @ chr4:70000000-75000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7230663.5 per sec) @ chr4:70000000-75000000
ForkPoolWorker-44,  processing 57 (47901.3 per sec) reads @ chr1:90000000-95000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7254593.2 per sec) @ chr1:90000000-95000000
ForkPoolWorker-44,  processing 11 (17629.9 per sec) reads @ chr4:30000000-35000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7201478.8 per sec) @ chr4:30000000-35000000
ForkPoolWorker-44,  processing 21 (27093.3 per sec) reads @ chr4:15000000-20000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7269790.2 per sec) @ chr4:15000000-20000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrUn_KI270515v1:0-6361
ForkPoolWorker-44 countReadsInRegions_worker: processing 6361 (940296.3 per sec) @ chrUn_KI270515v1:0-6361
ForkPoolWorker-44,  processing 34 (35866.8 per sec) reads @ chr6:110000000-115000000
ForkPoolWorker-44 countReadsInRegions_worker: processing 5000000 (7254006.0 per sec) @ chr6:110000000-115000000
ForkPoolWorker-44,  processing 0 (0.0 per sec) reads @ chrUn_KI270516v1:0-1300
