# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/SNRNP70-Sorbitol-rep1_L1_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 48
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
filter_strand: None
Offset: [1]
Final scaling factor: 2.4864488537470786
ForkPoolWorker-10,  processing 350 (25009.9 per sec) reads @ chr14:30000000-35000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (10287867.7 per sec) @ chr14:30000000-35000000
ForkPoolWorker-10,  processing 120 (42370.3 per sec) reads @ chr15:55000000-60000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (10876735.1 per sec) @ chr15:55000000-60000000
ForkPoolWorker-10,  processing 0 (0.0 per sec) reads @ chrUn_KI270336v1:0-1026
ForkPoolWorker-10 countReadsInRegions_worker: processing 1026 (163725.3 per sec) @ chrUn_KI270336v1:0-1026
ForkPoolWorker-10,  processing 0 (0.0 per sec) reads @ chrUn_KI270317v1:0-37690
ForkPoolWorker-10 countReadsInRegions_worker: processing 37690 (3778011.1 per sec) @ chrUn_KI270317v1:0-37690
ForkPoolWorker-10,  processing 11 (16710.4 per sec) reads @ chrX:25000000-30000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11203016.3 per sec) @ chrX:25000000-30000000
ForkPoolWorker-10,  processing 46 (34336.7 per sec) reads @ chr5:100000000-105000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11325739.1 per sec) @ chr5:100000000-105000000
ForkPoolWorker-10,  processing 101 (41918.1 per sec) reads @ chr6:80000000-85000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11605062.5 per sec) @ chr6:80000000-85000000
ForkPoolWorker-10,  processing 322 (48170.8 per sec) reads @ chr14:65000000-70000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11758862.7 per sec) @ chr14:65000000-70000000
ForkPoolWorker-10,  processing 82 (34864.0 per sec) reads @ chr1:75000000-80000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (12076848.6 per sec) @ chr1:75000000-80000000
ForkPoolWorker-10,  processing 0 (0.0 per sec) reads @ chrUn_KI270425v1:0-1884
ForkPoolWorker-10 countReadsInRegions_worker: processing 1884 (258516.3 per sec) @ chrUn_KI270425v1:0-1884
ForkPoolWorker-10,  processing 467 (53770.2 per sec) reads @ chr2:130000000-135000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11963708.7 per sec) @ chr2:130000000-135000000
ForkPoolWorker-10,  processing 72 (40870.2 per sec) reads @ chr1:70000000-75000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (12158812.6 per sec) @ chr1:70000000-75000000
ForkPoolWorker-10,  processing 415 (54328.7 per sec) reads @ chr17:55000000-60000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (11877527.0 per sec) @ chr17:55000000-60000000
ForkPoolWorker-10,  processing 121 (45176.3 per sec) reads @ chr4:150000000-155000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (12110799.1 per sec) @ chr4:150000000-155000000
ForkPoolWorker-10,  processing 1 (2458.6 per sec) reads @ chrUn_KI270467v1:0-3920
ForkPoolWorker-10 countReadsInRegions_worker: processing 3920 (520817.0 per sec) @ chrUn_KI270467v1:0-3920
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chrUn_KI270391v1:0-1484
ForkPoolWorker-43 countReadsInRegions_worker: processing 1484 (53543.7 per sec) @ chrUn_KI270391v1:0-1484
ForkPoolWorker-43,  processing 108 (13327.8 per sec) reads @ chr9:15000000-20000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (10178333.6 per sec) @ chr9:15000000-20000000
ForkPoolWorker-43,  processing 702 (56421.3 per sec) reads @ chr9:110000000-115000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (10833890.8 per sec) @ chr9:110000000-115000000
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chrUn_KI270311v1:0-12399
ForkPoolWorker-43 countReadsInRegions_worker: processing 12399 (1726370.2 per sec) @ chrUn_KI270311v1:0-12399
ForkPoolWorker-43,  processing 548 (60294.3 per sec) reads @ chr4:20000000-25000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (10828984.7 per sec) @ chr4:20000000-25000000
ForkPoolWorker-43,  processing 1011 (57038.9 per sec) reads @ chr12:110000000-115000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (10988333.4 per sec) @ chr12:110000000-115000000
ForkPoolWorker-43,  processing 305 (54833.4 per sec) reads @ chr15:95000000-100000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (11089711.2 per sec) @ chr15:95000000-100000000
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chrUn_KI270539v1:0-993
ForkPoolWorker-43 countReadsInRegions_worker: processing 993 (156060.5 per sec) @ chrUn_KI270539v1:0-993
ForkPoolWorker-43,  processing 10805 (60677.3 per sec) reads @ chr16:0-5000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (8307931.3 per sec) @ chr16:0-5000000
ForkPoolWorker-43,  processing 278 (56047.7 per sec) reads @ chr12:125000000-130000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (11631381.3 per sec) @ chr12:125000000-130000000
ForkPoolWorker-43,  processing 2017 (56707.9 per sec) reads @ chr10:100000000-105000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (10744955.2 per sec) @ chr10:100000000-105000000
ForkPoolWorker-43,  processing 8 (10327.6 per sec) reads @ chr5:25000000-30000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (11685876.1 per sec) @ chr5:25000000-30000000
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chr11:50000000-55000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (11704300.6 per sec) @ chr11:50000000-55000000
ForkPoolWorker-43,  processing 6157 (59631.4 per sec) reads @ chr17:80000000-83257441
ForkPoolWorker-43 countReadsInRegions_worker: processing 3257441 (8361043.6 per sec) @ chr17:80000000-83257441
ForkPoolWorker-43,  processing 566 (55706.2 per sec) reads @ chr7:125000000-130000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (11694588.7 per sec) @ chr7:125000000-130000000
ForkPoolWorker-42,  processing 16 (3658.8 per sec) reads @ chr9:115000000-120000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (9732123.8 per sec) @ chr9:115000000-120000000
ForkPoolWorker-42,  processing 1626 (55304.6 per sec) reads @ chr5:0-5000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (10557455.7 per sec) @ chr5:0-5000000
ForkPoolWorker-42,  processing 0 (0.0 per sec) reads @ chrEBV:0-171823
ForkPoolWorker-42 countReadsInRegions_worker: processing 171823 (8073646.4 per sec) @ chrEBV:0-171823
ForkPoolWorker-42,  processing 0 (0.0 per sec) reads @ chrUn_KI270511v1:0-8127
ForkPoolWorker-42 countReadsInRegions_worker: processing 8127 (1135971.9 per sec) @ chrUn_KI270511v1:0-8127
ForkPoolWorker-42,  processing 0 (0.0 per sec) reads @ chr2_KI270715v1_random:0-161471
ForkPoolWorker-42 countReadsInRegions_worker: processing 161471 (8436939.7 per sec) @ chr2_KI270715v1_random:0-161471
ForkPoolWorker-42,  processing 0 (0.0 per sec) reads @ chrUn_KI270435v1:0-92983
ForkPoolWorker-42 countReadsInRegions_worker: processing 92983 (6724352.0 per sec) @ chrUn_KI270435v1:0-92983
ForkPoolWorker-42,  processing 239 (50825.9 per sec) reads @ chr10:65000000-70000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11454557.9 per sec) @ chr10:65000000-70000000
ForkPoolWorker-42,  processing 58 (37397.3 per sec) reads @ chr6:95000000-100000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11542562.4 per sec) @ chr6:95000000-100000000
ForkPoolWorker-42,  processing 156 (46146.5 per sec) reads @ chr3:60000000-65000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11538713.8 per sec) @ chr3:60000000-65000000
ForkPoolWorker-42,  processing 1709 (56805.1 per sec) reads @ chr12:55000000-60000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (10907492.8 per sec) @ chr12:55000000-60000000
ForkPoolWorker-42,  processing 1 (2213.4 per sec) reads @ chrY:20000000-25000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11746927.8 per sec) @ chrY:20000000-25000000
ForkPoolWorker-42,  processing 98 (42978.0 per sec) reads @ chr4:110000000-115000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11615050.7 per sec) @ chr4:110000000-115000000
ForkPoolWorker-42,  processing 1213 (58143.7 per sec) reads @ chr15:70000000-75000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11164464.5 per sec) @ chr15:70000000-75000000
ForkPoolWorker-42,  processing 619 (56806.3 per sec) reads @ chr8:20000000-25000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11485762.1 per sec) @ chr8:20000000-25000000
ForkPoolWorker-42,  processing 350 (53316.1 per sec) reads @ chr6:5000000-10000000
ForkPoolWorker-42 countReadsInRegions_worker: processing 5000000 (11574715.0 per sec) @ chr6:5000000-10000000
ForkPoolWorker-42,  processing 5 (9137.9 per sec) reads @ chrUn_GL000195v1:0-182896
ForkPoolWorker-42 countReadsInRegions_worker: processing 182896 (8584713.6 per sec) @ chrUn_GL000195v1:0-182896
ForkPoolWorker-42,  processing 0 (0.0 per sec) reads @ chrUn_KI270386v1:0-1788
ForkPoolWorker-42 countReadsInRegions_worker: processing 1788 (253598.5 per sec) @ chrUn_KI270386v1:0-1788
ForkPoolWorker-21,  processing 10 (1828.4 per sec) reads @ chrX:90000000-95000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10645322.7 per sec) @ chrX:90000000-95000000
ForkPoolWorker-21,  processing 63 (29435.4 per sec) reads @ chr6:55000000-60000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10421268.0 per sec) @ chr6:55000000-60000000
ForkPoolWorker-21,  processing 414 (53118.4 per sec) reads @ chr11:5000000-10000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10891105.2 per sec) @ chr11:5000000-10000000
ForkPoolWorker-21,  processing 2383 (58041.1 per sec) reads @ chr17:40000000-45000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10392482.3 per sec) @ chr17:40000000-45000000
ForkPoolWorker-21,  processing 114 (46909.7 per sec) reads @ chr20:20000000-25000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11510373.1 per sec) @ chr20:20000000-25000000
ForkPoolWorker-21,  processing 1146 (54580.3 per sec) reads @ chrX:50000000-55000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11123120.4 per sec) @ chrX:50000000-55000000
ForkPoolWorker-21,  processing 1962 (59685.3 per sec) reads @ chr16:25000000-30000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (10861491.6 per sec) @ chr16:25000000-30000000
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chrUn_KI270363v1:0-1803
ForkPoolWorker-21 countReadsInRegions_worker: processing 1803 (283615.7 per sec) @ chrUn_KI270363v1:0-1803
ForkPoolWorker-21,  processing 56 (37575.0 per sec) reads @ chr5:50000000-55000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11744914.7 per sec) @ chr5:50000000-55000000
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chr16_KI270728v1_random:0-1872759
ForkPoolWorker-21 countReadsInRegions_worker: processing 1872759 (11641472.5 per sec) @ chr16_KI270728v1_random:0-1872759
ForkPoolWorker-21,  processing 710 (58131.4 per sec) reads @ chr19:30000000-35000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11696101.9 per sec) @ chr19:30000000-35000000
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chrUn_KI270420v1:0-2321
ForkPoolWorker-21 countReadsInRegions_worker: processing 2321 (334213.8 per sec) @ chrUn_KI270420v1:0-2321
ForkPoolWorker-21,  processing 0 (0.0 per sec) reads @ chr22_KI270736v1_random:0-181920
ForkPoolWorker-21 countReadsInRegions_worker: processing 181920 (8488083.6 per sec) @ chr22_KI270736v1_random:0-181920
ForkPoolWorker-21,  processing 155 (47561.4 per sec) reads @ chr8:10000000-15000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11932110.8 per sec) @ chr8:10000000-15000000
ForkPoolWorker-21,  processing 26 (25970.9 per sec) reads @ chr1:195000000-200000000
ForkPoolWorker-21 countReadsInRegions_worker: processing 5000000 (11992072.2 per sec) @ chr1:195000000-200000000
ForkPoolWorker-3,  processing 229 (22214.2 per sec) reads @ chr12:30000000-35000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (10535794.5 per sec) @ chr12:30000000-35000000
ForkPoolWorker-3,  processing 262 (53051.4 per sec) reads @ chr18:5000000-10000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11087295.7 per sec) @ chr18:5000000-10000000
ForkPoolWorker-3,  processing 333 (53698.7 per sec) reads @ chr3:5000000-10000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11268243.7 per sec) @ chr3:5000000-10000000
ForkPoolWorker-3,  processing 59 (36057.7 per sec) reads @ chr8:15000000-20000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11666626.8 per sec) @ chr8:15000000-20000000
ForkPoolWorker-3,  processing 342 (54831.7 per sec) reads @ chr6:85000000-90000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11648353.0 per sec) @ chr6:85000000-90000000
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chrUn_KI270322v1:0-21476
ForkPoolWorker-3 countReadsInRegions_worker: processing 21476 (2512114.0 per sec) @ chrUn_KI270322v1:0-21476
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chr9:55000000-60000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11781666.8 per sec) @ chr9:55000000-60000000
ForkPoolWorker-3,  processing 297 (54010.9 per sec) reads @ chr2:60000000-65000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11616607.7 per sec) @ chr2:60000000-65000000
ForkPoolWorker-3,  processing 194 (49840.4 per sec) reads @ chr7:45000000-50000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11812412.0 per sec) @ chr7:45000000-50000000
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chrUn_KI270310v1:0-1201
ForkPoolWorker-3 countReadsInRegions_worker: processing 1201 (188446.3 per sec) @ chrUn_KI270310v1:0-1201
ForkPoolWorker-3,  processing 478 (56053.8 per sec) reads @ chr1:180000000-185000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11553608.0 per sec) @ chr1:180000000-185000000
ForkPoolWorker-3,  processing 30 (28005.6 per sec) reads @ chr19:20000000-25000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11990221.0 per sec) @ chr19:20000000-25000000
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chr13:0-5000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (12096799.7 per sec) @ chr13:0-5000000
ForkPoolWorker-3,  processing 70 (40687.5 per sec) reads @ chr10:55000000-60000000
ForkPoolWorker-3 countReadsInRegions_worker: processing 5000000 (11970114.0 per sec) @ chr10:55000000-60000000
ForkPoolWorker-3,  processing 0 (0.0 per sec) reads @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-3 countReadsInRegions_worker: processing 42811 (4201763.2 per sec) @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-31,  processing 2746 (50075.3 per sec) reads @ chr5:175000000-180000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (9877787.1 per sec) @ chr5:175000000-180000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270507v1:0-5353
ForkPoolWorker-31 countReadsInRegions_worker: processing 5353 (726018.1 per sec) @ chrUn_KI270507v1:0-5353
ForkPoolWorker-31,  processing 108 (43174.3 per sec) reads @ chr4:165000000-170000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11415662.8 per sec) @ chr4:165000000-170000000
ForkPoolWorker-31,  processing 4434 (56431.3 per sec) reads @ chr9:135000000-138394717
ForkPoolWorker-31 countReadsInRegions_worker: processing 3394717 (8912571.8 per sec) @ chr9:135000000-138394717
ForkPoolWorker-31,  processing 152 (48849.5 per sec) reads @ chr5:30000000-35000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12003851.0 per sec) @ chr5:30000000-35000000
ForkPoolWorker-31,  processing 30 (29249.0 per sec) reads @ chr4:130000000-135000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12205879.7 per sec) @ chr4:130000000-135000000
ForkPoolWorker-31,  processing 2 (4339.7 per sec) reads @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-31 countReadsInRegions_worker: processing 175055 (8102517.0 per sec) @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-31,  processing 294 (58202.0 per sec) reads @ chr4:65000000-70000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12127250.0 per sec) @ chr4:65000000-70000000
ForkPoolWorker-31,  processing 153 (46041.6 per sec) reads @ chr13:45000000-50000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12070009.0 per sec) @ chr13:45000000-50000000
ForkPoolWorker-31,  processing 128 (44041.9 per sec) reads @ chr13:20000000-25000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12137925.9 per sec) @ chr13:20000000-25000000
ForkPoolWorker-31,  processing 189 (49672.5 per sec) reads @ chr6:145000000-150000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12062566.6 per sec) @ chr6:145000000-150000000
ForkPoolWorker-31,  processing 3345 (59552.9 per sec) reads @ chr19:5000000-10000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (10753417.9 per sec) @ chr19:5000000-10000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270745v1:0-41891
ForkPoolWorker-31 countReadsInRegions_worker: processing 41891 (4215436.0 per sec) @ chrUn_KI270745v1:0-41891
ForkPoolWorker-31,  processing 244 (52084.6 per sec) reads @ chr2:100000000-105000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (12074185.5 per sec) @ chr2:100000000-105000000
ForkPoolWorker-31,  processing 1821 (57782.7 per sec) reads @ chr12:45000000-50000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (11326864.7 per sec) @ chr12:45000000-50000000
ForkPoolWorker-9,  processing 88 (24139.9 per sec) reads @ chr15:50000000-55000000
ForkPoolWorker-9 countReadsInRegions_worker: processing 5000000 (10849517.2 per sec) @ chr15:50000000-55000000
ForkPoolWorker-9,  processing 4228 (60652.9 per sec) reads @ chr19:10000000-15000000
ForkPoolWorker-9 countReadsInRegions_worker: processing 5000000 (9543440.7 per sec) @ chr19:10000000-15000000
ForkPoolWorker-9,  processing 585 (55038.4 per sec) reads @ chr2:20000000-25000000
