# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/SNRNP70-Con-rep2_L2_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 48
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
filter_strand: None
Offset: [1]
Final scaling factor: 4.5572204600969775
ForkPoolWorker-8,  processing 64 (8345.8 per sec) reads @ chr20:20000000-25000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (9717445.3 per sec) @ chr20:20000000-25000000
ForkPoolWorker-8,  processing 397 (52422.2 per sec) reads @ chr2:25000000-30000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11096676.4 per sec) @ chr2:25000000-30000000
ForkPoolWorker-8,  processing 100 (40587.4 per sec) reads @ chr10:110000000-115000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11114384.0 per sec) @ chr10:110000000-115000000
ForkPoolWorker-8,  processing 56 (36455.2 per sec) reads @ chr2:110000000-115000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11212276.3 per sec) @ chr2:110000000-115000000
ForkPoolWorker-8,  processing 75 (41610.2 per sec) reads @ chr2:205000000-210000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11372952.7 per sec) @ chr2:205000000-210000000
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chr2_KI270716v1_random:0-153799
ForkPoolWorker-8 countReadsInRegions_worker: processing 153799 (8125863.0 per sec) @ chr2_KI270716v1_random:0-153799
ForkPoolWorker-8,  processing 53 (32461.8 per sec) reads @ chr8:0-5000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11747289.7 per sec) @ chr8:0-5000000
ForkPoolWorker-8,  processing 373 (52828.9 per sec) reads @ chr15:65000000-70000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11633181.4 per sec) @ chr15:65000000-70000000
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chr1_KI270708v1_random:0-127682
ForkPoolWorker-8 countReadsInRegions_worker: processing 127682 (7747260.4 per sec) @ chr1_KI270708v1_random:0-127682
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chr15:0-5000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11923135.7 per sec) @ chr15:0-5000000
ForkPoolWorker-8,  processing 109 (44420.8 per sec) reads @ chr3:130000000-135000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11927862.4 per sec) @ chr3:130000000-135000000
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chrUn_KI270528v1:0-2983
ForkPoolWorker-8 countReadsInRegions_worker: processing 2983 (463204.2 per sec) @ chrUn_KI270528v1:0-2983
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chr22_KI270739v1_random:0-73985
ForkPoolWorker-8 countReadsInRegions_worker: processing 73985 (5314260.0 per sec) @ chr22_KI270739v1_random:0-73985
ForkPoolWorker-8,  processing 60 (37288.2 per sec) reads @ chr4:35000000-40000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11683246.0 per sec) @ chr4:35000000-40000000
ForkPoolWorker-8,  processing 21 (23215.7 per sec) reads @ chr3:0-5000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (11840416.1 per sec) @ chr3:0-5000000
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chrUn_KI270750v1:0-148850
ForkPoolWorker-6 countReadsInRegions_worker: processing 148850 (2448744.7 per sec) @ chrUn_KI270750v1:0-148850
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chrUn_KI270747v1:0-198735
ForkPoolWorker-6 countReadsInRegions_worker: processing 198735 (8615021.3 per sec) @ chrUn_KI270747v1:0-198735
ForkPoolWorker-6,  processing 244 (45557.8 per sec) reads @ chr16:20000000-25000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11582833.9 per sec) @ chr16:20000000-25000000
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chrUn_GL000213v1:0-164239
ForkPoolWorker-6 countReadsInRegions_worker: processing 164239 (8611714.9 per sec) @ chrUn_GL000213v1:0-164239
ForkPoolWorker-6,  processing 723 (52964.5 per sec) reads @ chr12:55000000-60000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11401103.3 per sec) @ chr12:55000000-60000000
ForkPoolWorker-6,  processing 456 (53119.0 per sec) reads @ chrX:50000000-55000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11482020.5 per sec) @ chrX:50000000-55000000
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chr9:55000000-60000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11552971.5 per sec) @ chr9:55000000-60000000
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chrUn_KI270590v1:0-4685
ForkPoolWorker-6 countReadsInRegions_worker: processing 4685 (681356.2 per sec) @ chrUn_KI270590v1:0-4685
ForkPoolWorker-6,  processing 309 (49254.7 per sec) reads @ chr7:70000000-75000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11622208.6 per sec) @ chr7:70000000-75000000
ForkPoolWorker-6,  processing 85 (41893.8 per sec) reads @ chrX:145000000-150000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11711915.6 per sec) @ chrX:145000000-150000000
ForkPoolWorker-6,  processing 34 (29234.6 per sec) reads @ chr3:145000000-150000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11736783.8 per sec) @ chr3:145000000-150000000
ForkPoolWorker-6,  processing 43 (32166.1 per sec) reads @ chr8:25000000-30000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11840643.4 per sec) @ chr8:25000000-30000000
ForkPoolWorker-6,  processing 0 (0.0 per sec) reads @ chr14:10000000-15000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11708711.5 per sec) @ chr14:10000000-15000000
ForkPoolWorker-6,  processing 1 (2142.1 per sec) reads @ chrY:0-5000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11845706.3 per sec) @ chrY:0-5000000
ForkPoolWorker-6,  processing 195 (46224.1 per sec) reads @ chrX:40000000-45000000
ForkPoolWorker-6 countReadsInRegions_worker: processing 5000000 (11676272.8 per sec) @ chrX:40000000-45000000
ForkPoolWorker-7,  processing 129 (15654.0 per sec) reads @ chr10:65000000-70000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (10100122.2 per sec) @ chr10:65000000-70000000
ForkPoolWorker-7,  processing 44 (30835.3 per sec) reads @ chr4:50000000-55000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11192170.6 per sec) @ chr4:50000000-55000000
ForkPoolWorker-7,  processing 85 (40758.6 per sec) reads @ chr7:50000000-55000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11087495.0 per sec) @ chr7:50000000-55000000
ForkPoolWorker-7,  processing 105 (45421.0 per sec) reads @ chr18:30000000-35000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11137611.0 per sec) @ chr18:30000000-35000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_KI270744v1:0-168472
ForkPoolWorker-7 countReadsInRegions_worker: processing 168472 (8269333.1 per sec) @ chrUn_KI270744v1:0-168472
ForkPoolWorker-7,  processing 68 (37716.6 per sec) reads @ chr8:90000000-95000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11830330.3 per sec) @ chr8:90000000-95000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_KI270316v1:0-1444
ForkPoolWorker-7 countReadsInRegions_worker: processing 1444 (218003.6 per sec) @ chrUn_KI270316v1:0-1444
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chr17_KI270729v1_random:0-280839
ForkPoolWorker-7 countReadsInRegions_worker: processing 280839 (9616178.3 per sec) @ chr17_KI270729v1_random:0-280839
ForkPoolWorker-7,  processing 413 (51212.0 per sec) reads @ chr2:70000000-75000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11525441.2 per sec) @ chr2:70000000-75000000
ForkPoolWorker-7,  processing 119 (41496.7 per sec) reads @ chr13:40000000-45000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11738459.0 per sec) @ chr13:40000000-45000000
ForkPoolWorker-7,  processing 366 (48149.9 per sec) reads @ chr10:70000000-75000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11678769.7 per sec) @ chr10:70000000-75000000
ForkPoolWorker-7,  processing 0 (0.0 per sec) reads @ chrUn_KI270755v1:0-36723
ForkPoolWorker-7 countReadsInRegions_worker: processing 36723 (3861401.0 per sec) @ chrUn_KI270755v1:0-36723
ForkPoolWorker-7,  processing 19 (17654.4 per sec) reads @ chr14:80000000-85000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11864417.1 per sec) @ chr14:80000000-85000000
ForkPoolWorker-7,  processing 58 (36206.2 per sec) reads @ chr8:115000000-120000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11795125.0 per sec) @ chr8:115000000-120000000
ForkPoolWorker-7,  processing 133 (43755.8 per sec) reads @ chr13:50000000-55000000
ForkPoolWorker-7 countReadsInRegions_worker: processing 5000000 (11852568.6 per sec) @ chr13:50000000-55000000
ForkPoolWorker-12,  processing 0 (0.0 per sec) reads @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-12 countReadsInRegions_worker: processing 42811 (1139803.4 per sec) @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-12,  processing 0 (0.0 per sec) reads @ chrUn_KI270411v1:0-2646
ForkPoolWorker-12 countReadsInRegions_worker: processing 2646 (181084.5 per sec) @ chrUn_KI270411v1:0-2646
ForkPoolWorker-12,  processing 320 (40562.6 per sec) reads @ chr2:95000000-100000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (10972592.0 per sec) @ chr2:95000000-100000000
ForkPoolWorker-12,  processing 341 (47526.3 per sec) reads @ chr11:45000000-50000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11036097.1 per sec) @ chr11:45000000-50000000
ForkPoolWorker-12,  processing 14 (18219.1 per sec) reads @ chr12:80000000-85000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11223257.1 per sec) @ chr12:80000000-85000000
ForkPoolWorker-12,  processing 182 (46909.8 per sec) reads @ chr2:60000000-65000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11073795.1 per sec) @ chr2:60000000-65000000
ForkPoolWorker-12,  processing 75 (40637.2 per sec) reads @ chrX:10000000-15000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11225371.7 per sec) @ chrX:10000000-15000000
ForkPoolWorker-12,  processing 9 (13357.7 per sec) reads @ chrX:90000000-95000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11372576.5 per sec) @ chrX:90000000-95000000
ForkPoolWorker-12,  processing 33 (29293.6 per sec) reads @ chr15:35000000-40000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11593238.9 per sec) @ chr15:35000000-40000000
ForkPoolWorker-12,  processing 21 (22555.8 per sec) reads @ chr4:175000000-180000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11706201.8 per sec) @ chr4:175000000-180000000
ForkPoolWorker-12,  processing 10 (14974.3 per sec) reads @ chr2:90000000-95000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11660334.7 per sec) @ chr2:90000000-95000000
ForkPoolWorker-12,  processing 196 (48765.2 per sec) reads @ chr3:195000000-198295559
ForkPoolWorker-12 countReadsInRegions_worker: processing 3295559 (11627296.3 per sec) @ chr3:195000000-198295559
ForkPoolWorker-12,  processing 25 (22042.8 per sec) reads @ chr3:115000000-120000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (11997540.0 per sec) @ chr3:115000000-120000000
ForkPoolWorker-12,  processing 3 (5955.0 per sec) reads @ chrY:15000000-20000000
ForkPoolWorker-12 countReadsInRegions_worker: processing 5000000 (12099207.5 per sec) @ chrY:15000000-20000000
ForkPoolWorker-12,  processing 0 (0.0 per sec) reads @ chrUn_KI270751v1:0-150742
ForkPoolWorker-12 countReadsInRegions_worker: processing 150742 (7526519.9 per sec) @ chrUn_KI270751v1:0-150742
ForkPoolWorker-24,  processing 387 (13479.0 per sec) reads @ chr12:50000000-55000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (9427249.6 per sec) @ chr12:50000000-55000000
ForkPoolWorker-24,  processing 0 (0.0 per sec) reads @ chrY:25000000-30000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11438626.2 per sec) @ chrY:25000000-30000000
ForkPoolWorker-24,  processing 106 (40155.0 per sec) reads @ chrX:15000000-20000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11803297.1 per sec) @ chrX:15000000-20000000
ForkPoolWorker-24,  processing 391 (53974.9 per sec) reads @ chr17:60000000-65000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11893484.7 per sec) @ chr17:60000000-65000000
ForkPoolWorker-24,  processing 17 (20971.5 per sec) reads @ chrX:80000000-85000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (12006826.8 per sec) @ chrX:80000000-85000000
ForkPoolWorker-24,  processing 104 (42782.2 per sec) reads @ chr18:5000000-10000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (12061276.3 per sec) @ chr18:5000000-10000000
ForkPoolWorker-24,  processing 434 (60277.8 per sec) reads @ chr4:65000000-70000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11905327.4 per sec) @ chr4:65000000-70000000
ForkPoolWorker-24,  processing 1242 (56940.0 per sec) reads @ chr14:100000000-105000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11523921.3 per sec) @ chr14:100000000-105000000
ForkPoolWorker-24,  processing 111 (45523.4 per sec) reads @ chr2:30000000-35000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (12073622.5 per sec) @ chr2:30000000-35000000
ForkPoolWorker-24,  processing 0 (0.0 per sec) reads @ chrUn_KI270388v1:0-1216
ForkPoolWorker-24 countReadsInRegions_worker: processing 1216 (181931.7 per sec) @ chrUn_KI270388v1:0-1216
ForkPoolWorker-24,  processing 0 (0.0 per sec) reads @ chrUn_KI270375v1:0-2378
ForkPoolWorker-24 countReadsInRegions_worker: processing 2378 (379862.7 per sec) @ chrUn_KI270375v1:0-2378
ForkPoolWorker-24,  processing 160 (48307.6 per sec) reads @ chr6:150000000-155000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (12047460.2 per sec) @ chr6:150000000-155000000
ForkPoolWorker-24,  processing 1975 (57240.6 per sec) reads @ chr11:65000000-70000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (11160353.1 per sec) @ chr11:65000000-70000000
ForkPoolWorker-24,  processing 0 (0.0 per sec) reads @ chr9_KI270720v1_random:0-39050
ForkPoolWorker-24 countReadsInRegions_worker: processing 39050 (3456819.6 per sec) @ chr9_KI270720v1_random:0-39050
ForkPoolWorker-24,  processing 26 (25713.7 per sec) reads @ chr10:105000000-110000000
ForkPoolWorker-24 countReadsInRegions_worker: processing 5000000 (12034628.8 per sec) @ chr10:105000000-110000000
ForkPoolWorker-33,  processing 138 (11081.6 per sec) reads @ chr8:120000000-125000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (9467924.9 per sec) @ chr8:120000000-125000000
ForkPoolWorker-33,  processing 81 (35071.6 per sec) reads @ chr4:105000000-110000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11288301.8 per sec) @ chr4:105000000-110000000
ForkPoolWorker-33,  processing 0 (0.0 per sec) reads @ chrUn_KI270509v1:0-2318
ForkPoolWorker-33 countReadsInRegions_worker: processing 2318 (371268.1 per sec) @ chrUn_KI270509v1:0-2318
ForkPoolWorker-33,  processing 232 (43694.6 per sec) reads @ chr1:110000000-115000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11346561.2 per sec) @ chr1:110000000-115000000
ForkPoolWorker-33,  processing 130 (44147.0 per sec) reads @ chr12:30000000-35000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11508560.3 per sec) @ chr12:30000000-35000000
ForkPoolWorker-33,  processing 0 (0.0 per sec) reads @ chr17_KI270730v1_random:0-112551
ForkPoolWorker-33 countReadsInRegions_worker: processing 112551 (7274526.3 per sec) @ chr17_KI270730v1_random:0-112551
ForkPoolWorker-33,  processing 367 (57561.5 per sec) reads @ chr4:135000000-140000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11350073.8 per sec) @ chr4:135000000-140000000
ForkPoolWorker-33,  processing 251 (50567.8 per sec) reads @ chr10:75000000-80000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11458175.2 per sec) @ chr10:75000000-80000000
ForkPoolWorker-33,  processing 2013 (57359.8 per sec) reads @ chr11:0-5000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (10954560.4 per sec) @ chr11:0-5000000
ForkPoolWorker-33,  processing 39 (33424.2 per sec) reads @ chr8:30000000-35000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11755679.0 per sec) @ chr8:30000000-35000000
ForkPoolWorker-33,  processing 0 (0.0 per sec) reads @ chrUn_KI270420v1:0-2321
ForkPoolWorker-33 countReadsInRegions_worker: processing 2321 (337107.1 per sec) @ chrUn_KI270420v1:0-2321
ForkPoolWorker-33,  processing 150 (46417.7 per sec) reads @ chr4:80000000-85000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11849742.4 per sec) @ chr4:80000000-85000000
ForkPoolWorker-33,  processing 130 (43336.5 per sec) reads @ chr3:30000000-35000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11785295.0 per sec) @ chr3:30000000-35000000
ForkPoolWorker-33,  processing 0 (0.0 per sec) reads @ chrUn_KI270519v1:0-138126
ForkPoolWorker-33 countReadsInRegions_worker: processing 138126 (8080202.4 per sec) @ chrUn_KI270519v1:0-138126
ForkPoolWorker-33,  processing 49 (33132.5 per sec) reads @ chr8:60000000-65000000
ForkPoolWorker-33 countReadsInRegions_worker: processing 5000000 (11664057.2 per sec) @ chr8:60000000-65000000
ForkPoolWorker-45,  processing 0 (0.0 per sec) reads @ chrUn_KI270338v1:0-1428
ForkPoolWorker-45 countReadsInRegions_worker: processing 1428 (74240.1 per sec) @ chrUn_KI270338v1:0-1428
ForkPoolWorker-45,  processing 407 (24103.2 per sec) reads @ chrX:0-5000000
ForkPoolWorker-45 countReadsInRegions_worker: processing 5000000 (10184710.2 per sec) @ chrX:0-5000000
ForkPoolWorker-45,  processing 0 (0.0 per sec) reads @ chrUn_KI270544v1:0-1202
ForkPoolWorker-45 countReadsInRegions_worker: processing 1202 (192352.3 per sec) @ chrUn_KI270544v1:0-1202
ForkPoolWorker-45,  processing 25 (25556.3 per sec) reads @ chr5:120000000-125000000
ForkPoolWorker-45 countReadsInRegions_worker: processing 5000000 (11579917.5 per sec) @ chr5:120000000-125000000
ForkPoolWorker-45,  processing 97 (40627.9 per sec) reads @ chr12:10000000-15000000
