# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/mVenus-Con-rep6_L2_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 52
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
Final scaling factor: 59.15759583530526
ForkPoolWorker-4,  processing 3 (46.6 per sec) reads @ chr18:65000000-70000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (6306943.3 per sec) @ chr18:65000000-70000000
ForkPoolWorker-4,  processing 15 (17960.2 per sec) reads @ chr3:105000000-110000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7387428.3 per sec) @ chr3:105000000-110000000
ForkPoolWorker-4,  processing 10 (12587.9 per sec) reads @ chr11:90000000-95000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7441004.9 per sec) @ chr11:90000000-95000000
ForkPoolWorker-4,  processing 29 (32093.6 per sec) reads @ chr9:35000000-40000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7420379.1 per sec) @ chr9:35000000-40000000
ForkPoolWorker-4,  processing 35 (29034.9 per sec) reads @ chr10:95000000-100000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7468963.5 per sec) @ chr10:95000000-100000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chr9:55000000-60000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7483836.2 per sec) @ chr9:55000000-60000000
ForkPoolWorker-4,  processing 0 (0.0 per sec) reads @ chrUn_KI270374v1:0-2656
ForkPoolWorker-4 countReadsInRegions_worker: processing 2656 (531771.0 per sec) @ chrUn_KI270374v1:0-2656
ForkPoolWorker-4,  processing 29 (29387.5 per sec) reads @ chr3:185000000-190000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7458648.8 per sec) @ chr3:185000000-190000000
ForkPoolWorker-4,  processing 14 (21069.3 per sec) reads @ chr18:0-5000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7459747.1 per sec) @ chr18:0-5000000
ForkPoolWorker-4,  processing 13 (17331.8 per sec) reads @ chr18:50000000-55000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7470166.0 per sec) @ chr18:50000000-55000000
ForkPoolWorker-4,  processing 10 (14493.1 per sec) reads @ chr3:110000000-115000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7478402.6 per sec) @ chr3:110000000-115000000
ForkPoolWorker-4,  processing 4 (7981.5 per sec) reads @ chr18:60000000-65000000
ForkPoolWorker-4 countReadsInRegions_worker: processing 5000000 (7441031.4 per sec) @ chr18:60000000-65000000
ForkPoolWorker-10,  processing 4 (62.4 per sec) reads @ chr4:145000000-150000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (6332248.3 per sec) @ chr4:145000000-150000000
ForkPoolWorker-10,  processing 10 (12045.7 per sec) reads @ chr9:80000000-85000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7384210.6 per sec) @ chr9:80000000-85000000
ForkPoolWorker-10,  processing 10 (16513.0 per sec) reads @ chr2:220000000-225000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7482802.8 per sec) @ chr2:220000000-225000000
ForkPoolWorker-10,  processing 3 (6351.8 per sec) reads @ chr4:90000000-95000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7439685.1 per sec) @ chr4:90000000-95000000
ForkPoolWorker-10,  processing 137 (72370.2 per sec) reads @ chr14:45000000-50000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7477578.7 per sec) @ chr14:45000000-50000000
ForkPoolWorker-10,  processing 0 (0.0 per sec) reads @ chrUn_KI270745v1:0-41891
ForkPoolWorker-10 countReadsInRegions_worker: processing 41891 (4407464.9 per sec) @ chrUn_KI270745v1:0-41891
ForkPoolWorker-10,  processing 22 (28253.1 per sec) reads @ chr12:115000000-120000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7476563.0 per sec) @ chr12:115000000-120000000
ForkPoolWorker-10,  processing 6 (11275.0 per sec) reads @ chr6:70000000-75000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7476762.9 per sec) @ chr6:70000000-75000000
ForkPoolWorker-10,  processing 15 (21269.3 per sec) reads @ chr6:20000000-25000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7456985.9 per sec) @ chr6:20000000-25000000
ForkPoolWorker-10,  processing 31 (38051.9 per sec) reads @ chr2:0-5000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7475153.2 per sec) @ chr2:0-5000000
ForkPoolWorker-10,  processing 6 (11259.9 per sec) reads @ chr14:35000000-40000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7481566.8 per sec) @ chr14:35000000-40000000
ForkPoolWorker-10,  processing 13 (21801.7 per sec) reads @ chr2:175000000-180000000
ForkPoolWorker-10 countReadsInRegions_worker: processing 5000000 (7433137.6 per sec) @ chr2:175000000-180000000
ForkPoolWorker-5,  processing 15 (231.7 per sec) reads @ chr13:20000000-25000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (6345960.2 per sec) @ chr13:20000000-25000000
ForkPoolWorker-5,  processing 6 (8848.7 per sec) reads @ chrX:40000000-45000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7435340.8 per sec) @ chrX:40000000-45000000
ForkPoolWorker-5,  processing 10 (15638.7 per sec) reads @ chr9:0-5000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7466224.6 per sec) @ chr9:0-5000000
ForkPoolWorker-5,  processing 12 (19645.5 per sec) reads @ chr14:50000000-55000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7445482.7 per sec) @ chr14:50000000-55000000
ForkPoolWorker-5,  processing 18 (26006.7 per sec) reads @ chr8:80000000-85000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7472819.9 per sec) @ chr8:80000000-85000000
ForkPoolWorker-5,  processing 13 (19091.7 per sec) reads @ chr3:30000000-35000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7469237.5 per sec) @ chr3:30000000-35000000
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chrY:35000000-40000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7482885.5 per sec) @ chrY:35000000-40000000
ForkPoolWorker-5,  processing 13 (20811.4 per sec) reads @ chr1:175000000-180000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7476683.0 per sec) @ chr1:175000000-180000000
ForkPoolWorker-5,  processing 140 (64336.9 per sec) reads @ chr16:25000000-30000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7462292.7 per sec) @ chr16:25000000-30000000
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chrUn_KI270417v1:0-2043
ForkPoolWorker-5 countReadsInRegions_worker: processing 2043 (426486.3 per sec) @ chrUn_KI270417v1:0-2043
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chrUn_KI270516v1:0-1300
ForkPoolWorker-5 countReadsInRegions_worker: processing 1300 (312666.7 per sec) @ chrUn_KI270516v1:0-1300
ForkPoolWorker-5,  processing 6 (11814.9 per sec) reads @ chr2:160000000-165000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7502164.3 per sec) @ chr2:160000000-165000000
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chrUn_KI270414v1:0-2489
ForkPoolWorker-5 countReadsInRegions_worker: processing 2489 (91472.9 per sec) @ chrUn_KI270414v1:0-2489
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chrUn_KI270591v1:0-5796
ForkPoolWorker-5 countReadsInRegions_worker: processing 5796 (999021.4 per sec) @ chrUn_KI270591v1:0-5796
ForkPoolWorker-5,  processing 4 (6950.0 per sec) reads @ chr19:25000000-30000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7427382.9 per sec) @ chr19:25000000-30000000
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chr22_KI270734v1_random:0-165050
ForkPoolWorker-5 countReadsInRegions_worker: processing 165050 (6290731.8 per sec) @ chr22_KI270734v1_random:0-165050
ForkPoolWorker-11,  processing 1 (15.7 per sec) reads @ chr11:135000000-135086622
ForkPoolWorker-11 countReadsInRegions_worker: processing 86622 (1080011.2 per sec) @ chr11:135000000-135086622
ForkPoolWorker-11,  processing 12 (17125.4 per sec) reads @ chr4:30000000-35000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7268522.8 per sec) @ chr4:30000000-35000000
ForkPoolWorker-11,  processing 0 (0.0 per sec) reads @ chr14:10000000-15000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7280448.1 per sec) @ chr14:10000000-15000000
ForkPoolWorker-11,  processing 79 (50556.9 per sec) reads @ chr17:40000000-45000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7375972.5 per sec) @ chr17:40000000-45000000
ForkPoolWorker-11,  processing 2 (4062.3 per sec) reads @ chr6:65000000-70000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7363913.5 per sec) @ chr6:65000000-70000000
ForkPoolWorker-11,  processing 2 (4027.2 per sec) reads @ chr9:100000000-105000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7309622.9 per sec) @ chr9:100000000-105000000
ForkPoolWorker-11,  processing 6 (11229.7 per sec) reads @ chr5:110000000-115000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7375637.9 per sec) @ chr5:110000000-115000000
ForkPoolWorker-11,  processing 6 (10627.5 per sec) reads @ chr18:55000000-60000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7383409.9 per sec) @ chr18:55000000-60000000
ForkPoolWorker-11,  processing 40 (45417.5 per sec) reads @ chr1:160000000-165000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7368407.7 per sec) @ chr1:160000000-165000000
ForkPoolWorker-11,  processing 5 (8992.9 per sec) reads @ chr11:105000000-110000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7422805.9 per sec) @ chr11:105000000-110000000
ForkPoolWorker-11,  processing 14 (19804.5 per sec) reads @ chr8:95000000-100000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7382796.5 per sec) @ chr8:95000000-100000000
ForkPoolWorker-11,  processing 69 (55009.9 per sec) reads @ chr7:40000000-45000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7366150.9 per sec) @ chr7:40000000-45000000
ForkPoolWorker-31,  processing 19 (310.7 per sec) reads @ chr8:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (6478820.2 per sec) @ chr8:15000000-20000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270422v1:0-1445
ForkPoolWorker-31 countReadsInRegions_worker: processing 1445 (271272.5 per sec) @ chrUn_KI270422v1:0-1445
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrY:25000000-30000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7071153.2 per sec) @ chrY:25000000-30000000
ForkPoolWorker-31,  processing 4 (7355.2 per sec) reads @ chrY:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7459203.2 per sec) @ chrY:15000000-20000000
ForkPoolWorker-31,  processing 8 (11114.4 per sec) reads @ chr2:115000000-120000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7447783.2 per sec) @ chr2:115000000-120000000
ForkPoolWorker-31,  processing 1320 (96808.6 per sec) reads @ chr22_KI270733v1_random:0-179772
ForkPoolWorker-31 countReadsInRegions_worker: processing 179772 (4320576.8 per sec) @ chr22_KI270733v1_random:0-179772
ForkPoolWorker-31,  processing 5 (9651.0 per sec) reads @ chr6:60000000-65000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7497216.0 per sec) @ chr6:60000000-65000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chr5_GL000208v1_random:0-92689
ForkPoolWorker-31 countReadsInRegions_worker: processing 92689 (6257699.6 per sec) @ chr5_GL000208v1_random:0-92689
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270395v1:0-1143
ForkPoolWorker-31 countReadsInRegions_worker: processing 1143 (247513.5 per sec) @ chrUn_KI270395v1:0-1143
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chr9_KI270718v1_random:0-38054
ForkPoolWorker-31 countReadsInRegions_worker: processing 38054 (3982485.3 per sec) @ chr9_KI270718v1_random:0-38054
ForkPoolWorker-31,  processing 30 (34351.4 per sec) reads @ chr22:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7479146.7 per sec) @ chr22:15000000-20000000
ForkPoolWorker-31,  processing 26 (34110.7 per sec) reads @ chr12:0-5000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7492025.3 per sec) @ chr12:0-5000000
ForkPoolWorker-31,  processing 29 (35838.2 per sec) reads @ chr6:15000000-20000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7483905.6 per sec) @ chr6:15000000-20000000
ForkPoolWorker-31,  processing 3 (6040.8 per sec) reads @ chr9:40000000-45000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7399533.1 per sec) @ chr9:40000000-45000000
ForkPoolWorker-31,  processing 93 (63529.4 per sec) reads @ chr3:50000000-55000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7386197.6 per sec) @ chr3:50000000-55000000
ForkPoolWorker-31,  processing 27 (33997.7 per sec) reads @ chr17:65000000-70000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7393235.9 per sec) @ chr17:65000000-70000000
ForkPoolWorker-41,  processing 10 (169.4 per sec) reads @ chr1:215000000-220000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (6409241.8 per sec) @ chr1:215000000-220000000
ForkPoolWorker-41,  processing 203 (50426.0 per sec) reads @ chr21:5000000-10000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (6968187.6 per sec) @ chr21:5000000-10000000
ForkPoolWorker-41,  processing 49 (45050.6 per sec) reads @ chr1:170000000-175000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7169826.4 per sec) @ chr1:170000000-175000000
ForkPoolWorker-41,  processing 22 (27987.5 per sec) reads @ chr2:20000000-25000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7166535.9 per sec) @ chr2:20000000-25000000
ForkPoolWorker-41,  processing 66 (44570.0 per sec) reads @ chr6:30000000-35000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7029553.5 per sec) @ chr6:30000000-35000000
ForkPoolWorker-41,  processing 0 (0.0 per sec) reads @ chrUn_KI270593v1:0-3041
ForkPoolWorker-41 countReadsInRegions_worker: processing 3041 (557736.6 per sec) @ chrUn_KI270593v1:0-3041
ForkPoolWorker-41,  processing 5 (7565.5 per sec) reads @ chr7:85000000-90000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (6990194.4 per sec) @ chr7:85000000-90000000
ForkPoolWorker-41,  processing 23 (27037.3 per sec) reads @ chr2:70000000-75000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (6969134.7 per sec) @ chr2:70000000-75000000
ForkPoolWorker-41,  processing 20 (24995.9 per sec) reads @ chr1:15000000-20000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7060190.7 per sec) @ chr1:15000000-20000000
ForkPoolWorker-41,  processing 0 (0.0 per sec) reads @ chrUn_KI270392v1:0-971
ForkPoolWorker-41 countReadsInRegions_worker: processing 971 (192898.6 per sec) @ chrUn_KI270392v1:0-971
ForkPoolWorker-41,  processing 8 (12643.0 per sec) reads @ chr11:85000000-90000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7057463.2 per sec) @ chr11:85000000-90000000
ForkPoolWorker-41,  processing 28 (32228.5 per sec) reads @ chr7:125000000-130000000
ForkPoolWorker-41 countReadsInRegions_worker: processing 5000000 (7039586.7 per sec) @ chr7:125000000-130000000
ForkPoolWorker-28,  processing 5 (86.5 per sec) reads @ chr15:100000000-101991189
ForkPoolWorker-28 countReadsInRegions_worker: processing 1991189 (6296589.9 per sec) @ chr15:100000000-101991189
ForkPoolWorker-28,  processing 18 (22224.7 per sec) reads @ chr18:30000000-35000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7665704.5 per sec) @ chr18:30000000-35000000
ForkPoolWorker-28,  processing 1 (1618.2 per sec) reads @ chrY:20000000-25000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7170696.7 per sec) @ chrY:20000000-25000000
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-28 countReadsInRegions_worker: processing 175055 (6063538.6 per sec) @ chr1_KI270706v1_random:0-175055
ForkPoolWorker-28,  processing 11 (16949.8 per sec) reads @ chr18:25000000-30000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7198616.3 per sec) @ chr18:25000000-30000000
ForkPoolWorker-28,  processing 1 (2686.9 per sec) reads @ chrUn_KI270741v1:0-157432
ForkPoolWorker-28 countReadsInRegions_worker: processing 157432 (6497079.4 per sec) @ chrUn_KI270741v1:0-157432
ForkPoolWorker-28,  processing 51 (48395.8 per sec) reads @ chr19:55000000-58617616
ForkPoolWorker-28 countReadsInRegions_worker: processing 3617616 (7154606.1 per sec) @ chr19:55000000-58617616
ForkPoolWorker-28,  processing 13 (17657.4 per sec) reads @ chr16:70000000-75000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7098979.1 per sec) @ chr16:70000000-75000000
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chrY:0-5000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7088275.2 per sec) @ chrY:0-5000000
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chrUn_KI270589v1:0-44474
ForkPoolWorker-28 countReadsInRegions_worker: processing 44474 (4464221.0 per sec) @ chrUn_KI270589v1:0-44474
ForkPoolWorker-28,  processing 10 (13819.8 per sec) reads @ chr8:120000000-125000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7096543.2 per sec) @ chr8:120000000-125000000
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chr22:5000000-10000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7059332.8 per sec) @ chr22:5000000-10000000
ForkPoolWorker-28,  processing 114 (57880.5 per sec) reads @ chr19:5000000-10000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7020350.2 per sec) @ chr19:5000000-10000000
ForkPoolWorker-28,  processing 41 (34079.8 per sec) reads @ chr11:5000000-10000000
ForkPoolWorker-28 countReadsInRegions_worker: processing 5000000 (7018954.5 per sec) @ chr11:5000000-10000000
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chrUn_KI270510v1:0-2415
ForkPoolWorker-28 countReadsInRegions_worker: processing 2415 (480947.9 per sec) @ chrUn_KI270510v1:0-2415
ForkPoolWorker-28,  processing 0 (0.0 per sec) reads @ chrUn_KI270435v1:0-92983
