# packages in environment at /work/pa-hilario/anaconda3/envs/deeptools:
#
# Name                    Version                   Build  Channel
libgfortran               15.2.0              h69a702a_17    conda-forge
libgfortran5              15.2.0              h68bc16d_17    conda-forge
libgomp                   15.2.0              he0feb66_17    conda-forge
libiconv                  1.18                 h3b78370_2    conda-forge
libjpeg-turbo             3.1.2                hb03c661_0    conda-forge
liblapack                 3.11.0          5_h47877c9_openblas    conda-forge
liblzma                   5.8.2                hb03c661_0    conda-forge
libnghttp2                1.67.0               had1ee68_0    conda-forge
libnsl                    2.0.1                hb9d3cd8_1    conda-forge
libopenblas               0.3.30          pthreads_h94d23a6_4    conda-forge
libopenssl-static         3.6.1                hb03c661_1    conda-forge
libpng                    1.6.55               h421ea60_0    conda-forge
libsqlite                 3.51.2               hf4e2dac_0    conda-forge
libssh2                   1.11.1               hcf80075_0    conda-forge
libstdcxx                 15.2.0              h934c35e_17    conda-forge
libstdcxx-ng              15.2.0              hdf11a46_17    conda-forge
libtiff                   4.7.1                h9d88235_1    conda-forge
libuuid                   2.41.3               h5347b49_0    conda-forge
libwebp-base              1.6.0                hd42ef1d_0    conda-forge
libxcb                    1.17.0               h8a09558_0    conda-forge
libxcrypt                 4.4.36               hd590300_1    conda-forge
libzlib                   1.3.1                hb9d3cd8_2    conda-forge
markupsafe                3.0.3           py312h8a5da7c_0    conda-forge
matplotlib-base           3.10.8          py312he3d6523_0    conda-forge
munkres                   1.1.4              pyhd8ed1ab_1    conda-forge
mysql-connector-c         6.1.11            h659d440_1008    conda-forge
narwhals                  2.16.0             pyhcf101f3_0    conda-forge
natsort                   8.4.0                    pypi_0    pypi
ncls                      0.0.70                   pypi_0    pypi
ncurses                   6.5                  h2d0b736_3    conda-forge
numpy                     2.4.2           py312h33ff503_1    conda-forge
numpydoc                  1.10.0             pyhcf101f3_0    conda-forge
openjpeg                  2.5.4                h55fea9a_0    conda-forge
openssl                   3.6.1                h35e630c_1    conda-forge
packaging                 26.0               pyhcf101f3_0    conda-forge
pandas                    3.0.0                    pypi_0    pypi
pillow                    12.1.1          py312h50c33e8_0    conda-forge
pip                       26.0.1             pyh8b19718_0    conda-forge
plotly                    6.5.2              pyhd8ed1ab_0    conda-forge
pthread-stubs             0.4               hb9d3cd8_1002    conda-forge
py2bit                    0.3.3           py312h0fa9677_1    bioconda
pybigwig                  0.3.25          py312h83fe50f_0    bioconda
pygments                  2.19.2             pyhd8ed1ab_0    conda-forge
pyparsing                 3.3.2              pyhcf101f3_0    conda-forge
pyranges                  0.1.4                    pypi_0    pypi
pysam                     0.23.3          py312h8f9e533_2    bioconda
pysocks                   1.7.1              pyha55dd90_7    conda-forge
python                    3.12.12         hd63d673_2_cpython    conda-forge
python-dateutil           2.9.0.post0        pyhe01879c_2    conda-forge
python_abi                3.12                    8_cp312    conda-forge
pytz                      2025.2             pyhd8ed1ab_0    conda-forge
qhull                     2020.2               h434a139_5    conda-forge
readline                  8.3                  h853b02a_0    conda-forge
requests                  2.32.5             pyhcf101f3_1    conda-forge
roman-numerals            4.1.0              pyhd8ed1ab_0    conda-forge
samtools                  1.22.1               h96c455f_0    bioconda
scipy                     1.17.0          py312h54fa4ab_1    conda-forge
setuptools                82.0.0             pyh332efcf_0    conda-forge
six                       1.17.0             pyhe01879c_1    conda-forge
snowballstemmer           3.0.1              pyhd8ed1ab_0    conda-forge
sorted-nearest            0.0.41                   pypi_0    pypi
sphinx                    9.1.0              pyhd8ed1ab_0    conda-forge
sphinxcontrib-applehelp   2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-devhelp     2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-htmlhelp    2.1.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-jsmath      1.0.1              pyhd8ed1ab_1    conda-forge
sphinxcontrib-qthelp      2.0.0              pyhd8ed1ab_1    conda-forge
sphinxcontrib-serializinghtml 1.1.10             pyhd8ed1ab_1    conda-forge
tabulate                  0.9.0                    pypi_0    pypi
tk                        8.6.13          noxft_h366c992_103    conda-forge
tomli                     2.4.0              pyhcf101f3_0    conda-forge
tqdm                      4.67.3                   pypi_0    pypi
tzdata                    2025c                hc9c84f9_1    conda-forge
ucsc-bigwiginfo           482                  h0b57e2e_0    bioconda
unicodedata2              17.0.1          py312h4c3975b_0    conda-forge
urllib3                   2.6.3              pyhd8ed1ab_0    conda-forge
wheel                     0.46.3             pyhd8ed1ab_0    conda-forge
xorg-libxau               1.0.12               hb03c661_1    conda-forge
xorg-libxdmcp             1.1.5                hb03c661_1    conda-forge
zipp                      3.23.0             pyhcf101f3_1    conda-forge
zlib                      1.3.1                hb9d3cd8_2    conda-forge
zlib-ng                   2.3.3                hceb46e0_1    conda-forge
zstd                      1.5.7                hb78ec9c_6    conda-forge
Specified --scaleFactor: 1.0
normalization: CPM
bamFilesList: ['output/mVenus-SA-rep5_L1_R1.genome.Aligned.sort.dedup.bam']
binLength: 1
numberOfSamples: None
blackListFileName: None
skipZeroOverZero: False
bed_and_bin: False
genomeChunkSize: None
defaultFragmentLength: read length
numberOfProcessors: 52
verbose: True
region: None
bedFile: None
minMappingQuality: None
ignoreDuplicates: False
chrsToSkip: []
stepSize: 1
center_read: False
samFlag_include: None
samFlag_exclude: None
minFragmentLength: 0
maxFragmentLength: 0
zerosToNans: False
smoothLength: None
save_data: False
out_file_for_raw_data: None
maxPairedFragmentLength: 1000
Final scaling factor: 6.531380015283429
ForkPoolWorker-8,  processing 48 (2227.8 per sec) reads @ chr11:75000000-80000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (6518098.8 per sec) @ chr11:75000000-80000000
ForkPoolWorker-8,  processing 18 (17444.0 per sec) reads @ chr20:10000000-15000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (4828502.7 per sec) @ chr20:10000000-15000000
ForkPoolWorker-8,  processing 8 (10112.8 per sec) reads @ chr2:140000000-145000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7217718.0 per sec) @ chr2:140000000-145000000
ForkPoolWorker-8,  processing 42 (37657.3 per sec) reads @ chr1:5000000-10000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7198265.4 per sec) @ chr1:5000000-10000000
ForkPoolWorker-8,  processing 12 (18085.4 per sec) reads @ chr4:25000000-30000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7186344.1 per sec) @ chr4:25000000-30000000
ForkPoolWorker-8,  processing 12 (18078.9 per sec) reads @ chr2:45000000-50000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7171084.1 per sec) @ chr2:45000000-50000000
ForkPoolWorker-8,  processing 2 (4004.1 per sec) reads @ chr7:60000000-65000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7159983.5 per sec) @ chr7:60000000-65000000
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chrUn_KI270530v1:0-2168
ForkPoolWorker-8 countReadsInRegions_worker: processing 2168 (405496.1 per sec) @ chrUn_KI270530v1:0-2168
ForkPoolWorker-8,  processing 63 (46147.6 per sec) reads @ chr12:125000000-130000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7151862.2 per sec) @ chr12:125000000-130000000
ForkPoolWorker-8,  processing 7 (11701.9 per sec) reads @ chr20:5000000-10000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7150938.0 per sec) @ chr20:5000000-10000000
ForkPoolWorker-8,  processing 62 (46595.0 per sec) reads @ chr14:100000000-105000000
ForkPoolWorker-8 countReadsInRegions_worker: processing 5000000 (7109498.3 per sec) @ chr14:100000000-105000000
ForkPoolWorker-8,  processing 0 (0.0 per sec) reads @ chrUn_KI270529v1:0-1899
ForkPoolWorker-8 countReadsInRegions_worker: processing 1899 (335339.5 per sec) @ chrUn_KI270529v1:0-1899
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270580v1:0-1553
ForkPoolWorker-31 countReadsInRegions_worker: processing 1553 (184593.6 per sec) @ chrUn_KI270580v1:0-1553
ForkPoolWorker-31,  processing 51 (36292.8 per sec) reads @ chr15:65000000-70000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (6866248.2 per sec) @ chr15:65000000-70000000
ForkPoolWorker-31,  processing 15 (12155.1 per sec) reads @ chr10:80000000-85000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (4922213.8 per sec) @ chr10:80000000-85000000
ForkPoolWorker-31,  processing 8 (8142.3 per sec) reads @ chr4:150000000-155000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7191817.6 per sec) @ chr4:150000000-155000000
ForkPoolWorker-31,  processing 5 (8619.6 per sec) reads @ chr4:45000000-50000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7197203.1 per sec) @ chr4:45000000-50000000
ForkPoolWorker-31,  processing 31 (34082.2 per sec) reads @ chr2:120000000-125000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7206539.5 per sec) @ chr2:120000000-125000000
ForkPoolWorker-31,  processing 23 (26826.7 per sec) reads @ chr18:10000000-15000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7186390.9 per sec) @ chr18:10000000-15000000
ForkPoolWorker-31,  processing 40 (36986.8 per sec) reads @ chr10:70000000-75000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7175964.7 per sec) @ chr10:70000000-75000000
ForkPoolWorker-31,  processing 0 (0.0 per sec) reads @ chrUn_KI270750v1:0-148850
ForkPoolWorker-31 countReadsInRegions_worker: processing 148850 (5642926.9 per sec) @ chrUn_KI270750v1:0-148850
ForkPoolWorker-31,  processing 39 (36062.1 per sec) reads @ chr13:25000000-30000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7160863.6 per sec) @ chr13:25000000-30000000
ForkPoolWorker-31,  processing 37 (37269.3 per sec) reads @ chr12:5000000-10000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7145436.4 per sec) @ chr12:5000000-10000000
ForkPoolWorker-31,  processing 44 (37887.4 per sec) reads @ chr5:135000000-140000000
ForkPoolWorker-31 countReadsInRegions_worker: processing 5000000 (7112847.6 per sec) @ chr5:135000000-140000000
ForkPoolWorker-5,  processing 28 (1331.5 per sec) reads @ chr6:15000000-20000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (6580043.6 per sec) @ chr6:15000000-20000000
ForkPoolWorker-5,  processing 23 (25379.9 per sec) reads @ chr1:180000000-185000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (6986158.9 per sec) @ chr1:180000000-185000000
ForkPoolWorker-5,  processing 0 (0.0 per sec) reads @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-5 countReadsInRegions_worker: processing 42811 (4005405.9 per sec) @ chr22_KI270735v1_random:0-42811
ForkPoolWorker-5,  processing 4 (8081.5 per sec) reads @ chr16_KI270728v1_random:0-1872759
ForkPoolWorker-5 countReadsInRegions_worker: processing 1872759 (7085703.7 per sec) @ chr16_KI270728v1_random:0-1872759
ForkPoolWorker-5,  processing 34 (36434.9 per sec) reads @ chr7:140000000-145000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7181309.3 per sec) @ chr7:140000000-145000000
ForkPoolWorker-5,  processing 12 (17488.4 per sec) reads @ chr2:180000000-185000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7190276.5 per sec) @ chr2:180000000-185000000
ForkPoolWorker-5,  processing 8 (12647.7 per sec) reads @ chr4:70000000-75000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7188834.6 per sec) @ chr4:70000000-75000000
ForkPoolWorker-5,  processing 37 (35496.2 per sec) reads @ chr21:35000000-40000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7175456.4 per sec) @ chr21:35000000-40000000
ForkPoolWorker-5,  processing 59 (55188.2 per sec) reads @ chr7:115000000-120000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7164829.4 per sec) @ chr7:115000000-120000000
ForkPoolWorker-5,  processing 76 (49877.5 per sec) reads @ chr16:25000000-30000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7127296.1 per sec) @ chr16:25000000-30000000
ForkPoolWorker-5,  processing 27 (29645.6 per sec) reads @ chr7:70000000-75000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7140560.8 per sec) @ chr7:70000000-75000000
ForkPoolWorker-5,  processing 49 (47224.5 per sec) reads @ chr5:145000000-150000000
ForkPoolWorker-5 countReadsInRegions_worker: processing 5000000 (7119009.5 per sec) @ chr5:145000000-150000000
ForkPoolWorker-20,  processing 16 (874.1 per sec) reads @ chr3:170000000-175000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (6574948.0 per sec) @ chr3:170000000-175000000
ForkPoolWorker-20,  processing 44 (45343.8 per sec) reads @ chr4:35000000-40000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7010144.4 per sec) @ chr4:35000000-40000000
ForkPoolWorker-20,  processing 13 (19362.9 per sec) reads @ chr8:80000000-85000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7168189.4 per sec) @ chr8:80000000-85000000
ForkPoolWorker-20,  processing 21 (28167.7 per sec) reads @ chr5:30000000-35000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7159807.5 per sec) @ chr5:30000000-35000000
ForkPoolWorker-20,  processing 38 (35300.9 per sec) reads @ chr3:125000000-130000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7153887.1 per sec) @ chr3:125000000-130000000
ForkPoolWorker-20,  processing 18 (23265.8 per sec) reads @ chr14:65000000-70000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7167459.3 per sec) @ chr14:65000000-70000000
ForkPoolWorker-20,  processing 56 (46529.5 per sec) reads @ chr17:45000000-50000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7168855.9 per sec) @ chr17:45000000-50000000
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chrUn_KI270322v1:0-21476
ForkPoolWorker-20 countReadsInRegions_worker: processing 21476 (2665863.8 per sec) @ chrUn_KI270322v1:0-21476
ForkPoolWorker-20,  processing 23 (30547.5 per sec) reads @ chr6:70000000-75000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7186947.5 per sec) @ chr6:70000000-75000000
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chrUn_KI270745v1:0-41891
ForkPoolWorker-20 countReadsInRegions_worker: processing 41891 (4019481.4 per sec) @ chrUn_KI270745v1:0-41891
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chrUn_GL000214v1:0-137718
ForkPoolWorker-20 countReadsInRegions_worker: processing 137718 (5922599.8 per sec) @ chrUn_GL000214v1:0-137718
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chrUn_KI270746v1:0-66486
ForkPoolWorker-20 countReadsInRegions_worker: processing 66486 (5081684.1 per sec) @ chrUn_KI270746v1:0-66486
ForkPoolWorker-20,  processing 40 (42249.3 per sec) reads @ chr20:45000000-50000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7154458.2 per sec) @ chr20:45000000-50000000
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chr1:125000000-130000000
ForkPoolWorker-20 countReadsInRegions_worker: processing 5000000 (7166215.1 per sec) @ chr1:125000000-130000000
ForkPoolWorker-20,  processing 58 (49505.4 per sec) reads @ chr13:110000000-114364328
ForkPoolWorker-20 countReadsInRegions_worker: processing 4364328 (7145080.8 per sec) @ chr13:110000000-114364328
ForkPoolWorker-20,  processing 0 (0.0 per sec) reads @ chrUn_KI270509v1:0-2318
ForkPoolWorker-20 countReadsInRegions_worker: processing 2318 (452099.4 per sec) @ chrUn_KI270509v1:0-2318
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chrUn_KI270340v1:0-1428
ForkPoolWorker-43 countReadsInRegions_worker: processing 1428 (224627.4 per sec) @ chrUn_KI270340v1:0-1428
ForkPoolWorker-43,  processing 149 (65895.3 per sec) reads @ chr14:45000000-50000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (6682122.3 per sec) @ chr14:45000000-50000000
ForkPoolWorker-43,  processing 49 (29511.9 per sec) reads @ chrX:0-5000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (6877238.5 per sec) @ chrX:0-5000000
ForkPoolWorker-43,  processing 17 (21567.8 per sec) reads @ chr18:75000000-80000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (6988137.7 per sec) @ chr18:75000000-80000000
ForkPoolWorker-43,  processing 9 (13291.8 per sec) reads @ chr4:90000000-95000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7048627.3 per sec) @ chr4:90000000-95000000
ForkPoolWorker-43,  processing 26 (31291.8 per sec) reads @ chr12:75000000-80000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (6975838.8 per sec) @ chr12:75000000-80000000
ForkPoolWorker-43,  processing 56 (49293.0 per sec) reads @ chr6:100000000-105000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7072226.2 per sec) @ chr6:100000000-105000000
ForkPoolWorker-43,  processing 22 (28235.8 per sec) reads @ chr5:155000000-160000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7047758.0 per sec) @ chr5:155000000-160000000
ForkPoolWorker-43,  processing 0 (0.0 per sec) reads @ chrUn_KI270303v1:0-1942
ForkPoolWorker-43 countReadsInRegions_worker: processing 1942 (342039.9 per sec) @ chrUn_KI270303v1:0-1942
ForkPoolWorker-43,  processing 23 (30761.8 per sec) reads @ chr1:165000000-170000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7019382.1 per sec) @ chr1:165000000-170000000
ForkPoolWorker-43,  processing 3 (5874.4 per sec) reads @ chr9:60000000-65000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7047123.3 per sec) @ chr9:60000000-65000000
ForkPoolWorker-43,  processing 13 (18789.1 per sec) reads @ chr13:55000000-60000000
ForkPoolWorker-43 countReadsInRegions_worker: processing 5000000 (7046749.1 per sec) @ chr13:55000000-60000000
ForkPoolWorker-36,  processing 0 (0.0 per sec) reads @ chrUn_KI270338v1:0-1428
ForkPoolWorker-36 countReadsInRegions_worker: processing 1428 (210252.6 per sec) @ chrUn_KI270338v1:0-1428
ForkPoolWorker-36,  processing 0 (0.0 per sec) reads @ chrUn_KI270521v1:0-7642
ForkPoolWorker-36 countReadsInRegions_worker: processing 7642 (1303121.2 per sec) @ chrUn_KI270521v1:0-7642
ForkPoolWorker-36,  processing 14 (16013.2 per sec) reads @ chr7:45000000-50000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (6937474.3 per sec) @ chr7:45000000-50000000
ForkPoolWorker-36,  processing 33 (28962.6 per sec) reads @ chr7:65000000-70000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (6896194.3 per sec) @ chr7:65000000-70000000
ForkPoolWorker-36,  processing 4 (4953.4 per sec) reads @ chrY:25000000-30000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7072674.6 per sec) @ chrY:25000000-30000000
ForkPoolWorker-36,  processing 40 (35933.2 per sec) reads @ chr7:155000000-159345973
ForkPoolWorker-36 countReadsInRegions_worker: processing 4345973 (7090239.4 per sec) @ chr7:155000000-159345973
ForkPoolWorker-36,  processing 0 (0.0 per sec) reads @ chrUn_KI270311v1:0-12399
ForkPoolWorker-36 countReadsInRegions_worker: processing 12399 (1841543.0 per sec) @ chrUn_KI270311v1:0-12399
ForkPoolWorker-36,  processing 2 (4639.7 per sec) reads @ chrUn_GL000224v1:0-179693
ForkPoolWorker-36 countReadsInRegions_worker: processing 179693 (5869151.3 per sec) @ chrUn_GL000224v1:0-179693
ForkPoolWorker-36,  processing 20 (23583.4 per sec) reads @ chr10:130000000-133797422
ForkPoolWorker-36 countReadsInRegions_worker: processing 3797422 (7122599.3 per sec) @ chr10:130000000-133797422
ForkPoolWorker-36,  processing 43 (37503.7 per sec) reads @ chrX:40000000-45000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7241016.9 per sec) @ chrX:40000000-45000000
ForkPoolWorker-36,  processing 0 (0.0 per sec) reads @ chrUn_KI270372v1:0-1650
ForkPoolWorker-36 countReadsInRegions_worker: processing 1650 (293009.9 per sec) @ chrUn_KI270372v1:0-1650
ForkPoolWorker-36,  processing 19 (26643.9 per sec) reads @ chr11:90000000-95000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7219159.1 per sec) @ chr11:90000000-95000000
ForkPoolWorker-36,  processing 18 (24330.5 per sec) reads @ chr6:5000000-10000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7196057.2 per sec) @ chr6:5000000-10000000
ForkPoolWorker-36,  processing 7 (11810.2 per sec) reads @ chr13:100000000-105000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7169875.4 per sec) @ chr13:100000000-105000000
ForkPoolWorker-36,  processing 12 (16992.5 per sec) reads @ chr5:100000000-105000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7172376.6 per sec) @ chr5:100000000-105000000
ForkPoolWorker-36,  processing 10 (16008.8 per sec) reads @ chr5:95000000-100000000
ForkPoolWorker-36 countReadsInRegions_worker: processing 5000000 (7194245.3 per sec) @ chr5:95000000-100000000
ForkPoolWorker-11,  processing 0 (0.0 per sec) reads @ chrY:35000000-40000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (6987986.3 per sec) @ chrY:35000000-40000000
ForkPoolWorker-11,  processing 17 (11445.1 per sec) reads @ chr5:160000000-165000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7156682.4 per sec) @ chr5:160000000-165000000
ForkPoolWorker-11,  processing 20 (24774.4 per sec) reads @ chr2:105000000-110000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7149192.5 per sec) @ chr2:105000000-110000000
ForkPoolWorker-11,  processing 27 (29300.4 per sec) reads @ chr14:50000000-55000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7146098.7 per sec) @ chr14:50000000-55000000
ForkPoolWorker-11,  processing 0 (0.0 per sec) reads @ chrUn_KI270519v1:0-138126
ForkPoolWorker-11 countReadsInRegions_worker: processing 138126 (5483237.6 per sec) @ chrUn_KI270519v1:0-138126
ForkPoolWorker-11,  processing 186 (67433.7 per sec) reads @ chr14:20000000-25000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7150708.8 per sec) @ chr14:20000000-25000000
ForkPoolWorker-11,  processing 33 (33974.5 per sec) reads @ chr8:125000000-130000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7139479.0 per sec) @ chr8:125000000-130000000
ForkPoolWorker-11,  processing 10 (14732.4 per sec) reads @ chr5:35000000-40000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7136641.3 per sec) @ chr5:35000000-40000000
ForkPoolWorker-11,  processing 3 (5809.3 per sec) reads @ chr2:90000000-95000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7140570.5 per sec) @ chr2:90000000-95000000
ForkPoolWorker-11,  processing 0 (0.0 per sec) reads @ chrUn_KI270435v1:0-92983
ForkPoolWorker-11 countReadsInRegions_worker: processing 92983 (5597401.8 per sec) @ chrUn_KI270435v1:0-92983
ForkPoolWorker-11,  processing 55454 (102109.3 per sec) reads @ chr21:5000000-10000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (3991671.6 per sec) @ chr21:5000000-10000000
ForkPoolWorker-11,  processing 53 (45459.7 per sec) reads @ chr1:45000000-50000000
ForkPoolWorker-11 countReadsInRegions_worker: processing 5000000 (7048035.1 per sec) @ chr1:45000000-50000000
ForkPoolWorker-29,  processing 5 (308.0 per sec) reads @ chr5:25000000-30000000
ForkPoolWorker-29 countReadsInRegions_worker: processing 5000000 (6549058.6 per sec) @ chr5:25000000-30000000
ForkPoolWorker-29,  processing 74 (50674.0 per sec) reads @ chr2:65000000-70000000
ForkPoolWorker-29 countReadsInRegions_worker: processing 5000000 (6726515.6 per sec) @ chr2:65000000-70000000
ForkPoolWorker-29,  processing 69 (34035.9 per sec) reads @ chr1:40000000-45000000
ForkPoolWorker-29 countReadsInRegions_worker: processing 5000000 (6982462.9 per sec) @ chr1:40000000-45000000
